,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CODE,ISOLATE ID,LEVEL OF RESISTANCE ON TEST ANTIBIOTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scored Resistance,No. of Antibiotic Tested,MAR INDEX
,,,,ESBL,AM,,AMC,,CPT,,CN,,CF,,CPD,,CTX,,CFO,,CFT,,CZA,,IPM,,AN,,GM,,N,,NAL,,ENR,,MRB,,PRA,,DO,,TE,,FT,,C,,SXT,,,,
,,,,,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,,,
,,EC_OADWR1C3,Enterobacter cloacae complex,,,,≥32,R,,,≥64,R,≥64,R,0.5,S,,S,1,S,<=1,S,,S,2,I,<=2,S,<=1,S,<=2,S,,,1,I,<=0.5,S,1,I,1,S,<=1,S,32,S,4,S,<=20,S,3,20,0.1500
,,EC_OADWR1C4,Enterobacter cloacae complex,,,,≥32,R,,,≥64,R,≥64,R,0.5,S,,S,1,S,<=1,S,,S,2,I,<=2,S,<=1,S,<=2,S,,,1,I,<=0.5,S,1,I,1,S,<=1,S,32,S,4,S,<=20,S,3,20,0.1500
,,EC_OADWR1C5,Klebsiella pneumoniae ssp pneumoniae,NEG,16,*R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,<=0.5,S,<=1,S,,S,<=0.25,S,<=2,S,<=1,S,<=2,S,,,<=0.12,S,<=0.5,S,<=0.12,S,1,S,<=1,S,<=16,S,<=2,S,<=20,S,1,22,0.0455
,,EC_OADWR1C6,Klebsiella pneumoniae ssp pneumoniae,NEG,≥32,R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,<=0.5,S,<=1,S,,S,<=0.25,S,<=2,S,<=1,S,<=2,S,,,<=0.12,S,<=0.5,S,<=0.12,S,1,S,<=1,S,64,I,<=2,S,<=20,S,1,22,0.0455
,,EC_OADWR1C9,Klebsiella pneumoniae ssp pneumoniae,NEG,≥32,R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,<=0.5,S,<=1,S,,S,<=0.25,S,<=2,S,<=1,S,<=2,S,,,<=0.12,S,<=0.5,S,<=0.12,S,1,S,<=1,S,32,S,<=2,S,<=20,S,1,22,0.0455
,,VCOADWR3C17,Vibrio fluvialis,NEG,16,R,4,I,,,,,,,,,,,<=0.5,S,2,R,,,<=0.25,S,<=2,S,<=1,S,,,,,<=0.12,S,<=0.5,S,,,<=0.5,S,<=1,S,,,<=2,S,<=20,S,2,13,0.1538
,,VCOADWR3C31,Vibrio fluvialis,NEG,16,I,4,S,,,,,,,,,,,<=0.5,S,2,S,,,<=0.25,S,<=2,S,<=1,S,,,,,<=0.12,S,<=0.5,S,,,<=0.5,S,<=1,S,,,<=2,S,<=20,S,0,13,0.0000
,,EC_OARWR1C3,Escherichia coli,NEG,≤2,S,≤2,S,,S,≤4,S,4,S,≤0.25,S,,S,<=0.5,S,<=1,S,,S,<=0.25,S,<=2,S,<=1,S,<=2,S,,,<=0.12,S,<=0.5,S,<=0.12,S,1,S,<=1,S,<=16,S,4,S,<=20,S,0,22,0.0000
,,EC_OARWR1C7,Klebsiella pneumoniae ssp pneumoniae,NEG,16,*R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,<=0.5,S,<=1,S,,S,<=0.25,S,<=2,S,<=1,S,<=2,S,,,<=0.12,S,<=0.5,S,<=0.12,S,1,S,<=1,S,<=16,S,<=2,S,<=20,S,1,22,0.0455
,,EC_OARWR1C8,Klebsiella pneumoniae ssp pneumoniae,NEG,≥32,R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,<=0.5,S,<=1,S,,S,<=0.25,S,<=2,S,<=1,S,<=2,S,,,<=0.12,S,<=0.5,S,<=0.12,S,1,S,<=1,S,64,I,4,S,<=20,S,1,22,0.0455
,,EC_OARWR1C9,Escherichia coli,NEG,8,S,≤2,S,,S,8,S,4,S,≤0.25,S,,S,1,S,<=1,S,,S,<=0.25,S,<=2,S,<=1,S,<=2,S,,,<=0.12,S,<=0.5,S,<=0.12,S,1,S,<=1,S,<=16,S,4,S,<=20,S,0,22,0.0000
,,EC_OARWR1C10,Enterobacter cloacae complex,,,,≥32,R,,,≥64,R,≥64,R,≤0.25,S,,S,1,S,<=1,S,,S,<=0.25,S,<=2,S,<=1,S,<=2,S,,,<=0.12,S,<=0.5,S,<=0.12,S,1,S,<=1,S,<=16,S,4,S,<=20,S,3,19,0.1579
,,EC_OARWR2C3,Enterobacter cloacae complex,,,,16,*R,,,≥64,R,≥64,R,≤0.25,S,,S,<=0.5,S,<=1,S,,S,<=0.25,S,<=2,S,<=1,S,<=2,S,,,<=0.12,S,<=0.5,S,<=0.12,S,1,S,<=1,S,<=16,S,4,S,<=20,S,3,19,0.1579
,,EC_OARWR2C5,Klebsiella pneumoniae ssp pneumoniae,NEG,≥32,R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,1,S,<=1,S,,S,0.5,S,<=2,S,<=1,S,<=2,S,,,<=0.12,S,<=0.5,S,<=0.12,S,1,S,<=1,S,32,S,<=2,S,<=20,S,1,22,0.0455
,,EC_OARWR3C1,Klebsiella pneumoniae ssp pneumoniae,NEG,≥32,R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,1,S,<=1,S,,S,0.5,S,<=2,S,<=1,S,<=2,S,,,<=0.12,S,<=0.5,S,<=0.12,S,1,S,<=1,S,64,I,<=2,S,<=20,S,1,22,0.0455
,,EC_OARWR3C9,Escherichia coli,NEG,≤2,S,≤2,S,,S,8,S,4,S,≤0.25,S,,S,<=0.5,S,<=1,S,,S,<=0.25,S,<=2,S,<=1,S,<=2,S,,,<=0.12,S,<=0.5,S,<=0.12,S,1,S,<=1,S,<=16,S,4,S,<=20,S,0,22,0.0000
,,EC_OARWR3C10,Escherichia coli,NEG,≤2,S,≤2,S,,S,8,S,4,S,≤0.25,S,,S,<=0.5,S,<=1,S,,S,<=0.25,S,<=2,S,<=1,S,<=2,S,,,<=0.12,S,<=0.5,S,<=0.12,S,≥16,R,≥16,R,<=16,S,4,S,<=20,S,2,22,0.0909
,,SALOAEWR2C2,Pseudomonas aeruginosa,,,,,,,,,,,,,,,R,≥8,R,≥8,R,,,2,S,≤2,S,≤1,S,,,,,1,I,≤0.5,S,,,,,,,,,,,,,3,8,0.3750
,,SALOARWR1C7,Pseudomonas aeruginosa,,,,,,,,,,,,,,,R,≥8,R,≥8,R,,,2,S,4,S,4,S,,,,,1,I,≤0.5,S,,,,,,,,,,,,,3,8,0.3750
