,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CODE,ISOLATE ID,LEVEL OF RESISTANCE ON TEST ANTIBIOTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scored Resistance,No. of Antibiotic Tested,MAR INDEX
,,,,ESBL,AM,,AMC,,CPT,,CN,,CF,,CPD,,CTX,,CFO,,CFT,,CZA,,IPM,,AN,,GM,,N,,NAL,,ENR,,MRB,,PRA,,DO,,TE,,FT,,C,,SXT,,,,
,,,,,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,,,
,,EC_OLDWR3C1,Escherichia coli,NEG,8,S,4,S,,S,8,S,4,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,≤1,S,≤16,S,8,S,≤20,S,0,22,0
,,EC_OLDWR3C2,Escherichia coli,NEG,8,S,4,S,,S,8,S,4,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,≤1,S,≤16,S,8,S,≤20,S,0,22,0
,,EC_OLDWR3C4,Escherichia coli,NEG,8,S,4,S,,S,16,S,4,S,≤0.25,S,,S,2,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,≤1,S,≤16,S,4,S,≤20,S,0,22,0
,,EC_OLDWR3C7,Escherichia coli,NEG,8,S,4,S,,S,8,S,4,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,≤1,S,≤16,S,4,S,≤20,S,0,22,0
,,EC_OLDWR3C17,Escherichia coli,NEG,8,S,4,S,,S,8,S,4,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,≤1,S,≤16,S,4,S,≤20,S,0,22,0
,,SALOLDWR2C2,Escherichia coli,NEG,≤2,S,≤2,S,,S,≤4,S,4,S,≤0.25,S,,S,≤0.5,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,4,S,≥16,R,32,S,4,S,≤20,S,1,22,0.0455
,,SALOLDWR2C3,Escherichia coli,NEG,≤2,S,≤2,S,,S,8,S,4,S,≤0.25,S,,S,≤0.5,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,4,S,≥16,R,32,S,4,S,≤20,S,1,22,0.0455
,,SALOLDWR3C1,Salmonella group,,≤2,R,≤2,S,,S,32,R,≤2,S,≤0.25,S,,S,≤0.5,S,≤1,S,,S,≤0.25,S,≤2,R,≤1,R,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,≤1,S,≤16,S,4,S,≤20,S,4,22,0.1818
,,SALOLDWR3C7,Salmonella group,,≤2,S,≤2,S,,S,≤4,R,≤2,R,≤0.25,S,,S,≤0.5,S,≤1,S,,S,≤0.25,S,≤2,R,≤1,R,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,≤1,S,≤16,S,≤2,S,≤20,S,4,22,0.1818
,,EC_OLRWR1C2,Escherichia coli,NEG,≤2,S,≤2,S,,S,≤4,S,4,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,≤1,S,≤16,S,8,S,≤20,S,0,22,0.0000
,,EC_OLRWR1C4,Klebsiella pneumoniae ssp pneumoniae,NEG,16,*R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,≥16,R,≥16,R,32,S,≤2,S,≤20,S,3,22,0.1364
,,EC_OLRWR2C6,Escherichia coli,NEG,8,S,≤2,S,,S,8,S,4,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,≤1,S,≤16,S,4,S,≤20,S,0,22,0.0000
,,EC_OLRWR2C7,Klebsiella pneumoniae ssp pneumoniae,NEG,≥32,R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,≤0.5,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,≤1,S,≤16,S,≤2,S,≤20,S,1,22,0.0455
,,EC_OLRWR3C3,Escherichia coli,NEG,≤2,S,≤2,S,,S,8,S,4,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,≤1,S,≤16,S,≤2,S,≤20,S,,22,0.0000
,,SALOLRWR1C2,Salmonella group,,≤2,S,≤2,S,,S,≤4,R,≤2,R,≤0.25,S,,S,≤0.5,S,2,S,,S,≤0.25,S,≤2,R,≤1,R,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,≤1,S,≤16,S,≤2,S,≤20,S,4,22,0.1818
,,SALOLRWR2C1,Escherichia coli,NEG,≤2,S,≤2,S,,S,≤4,S,4,S,≤0.25,S,,S,≤0.5,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,4,S,≥16,R,32,S,4,S,≤20,S,1,22,0.0455
,,SALOLRWR2C2,Escherichia coli,NEG,≤2,S,≤2,S,,S,≤4,S,4,S,≤0.25,S,,S,≤0.5,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,4,S,≥16,R,32,S,4,S,≤20,S,1,22,0.0455
,,EC_OLFBR1C1,Escherichia coli,NEG,≤2,S,≤2,S,,S,8,S,4,S,≤0.25,S,,S,≤0.5,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,≤1,S,≤16,S,4,S,≤20,S,0,22,0.0000
,,EC_OLFBR1C2,Escherichia coli,NEG,≥32,R,4,S,,S,≤4,S,4,S,≤0.25,S,,S,≤0.5,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,0.5,S,≤0.5,S,0.25,S,4,S,≥16,R,≤16,S,≥64,R,≤20,S,3,22,0.1364
