,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CODE,ISOLATE ID,LEVEL OF RESISTANCE ON TEST ANTIBIOTICS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scored Resistance,No. of Antibiotic Tested,MAR INDEX
,,,,ESBL,AM,,AMC,,CPT,,CN,,CF,,CPD,,CTX,,CFO,,CFT,,CZA,,IPM,,AN,,GM,,N,,NAL,,ENR,,MRB,,PRA,,DO,,TE,,FT,,C,,SXT,,,,
,,,,,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,MIC,INT.,,,
,,EC_PGDWR1C2,Enterobacter cloacae complex,,,,≥32,R,,,≥64,R,≥64,R,0.5,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,64,I,4,S,≤20,S,3,20,0.1500
,,EC_PGDWR1C3,Enterobacter cloacae complex,,,,≥32,R,,,≥64,R,16,*R,≤0.25,S,,S,1,S,≤1,S,,S,1,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,≤16,S,≤2,S,≤20,S,3,20,0.1500
,,EC_PGDWR2C1,Klebsiella pneumoniae ssp pneumoniae,NEG,16,*R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,32,S,≤2,S,≤20,S,1,22,0.0455
,,EC_PGDWR2C3,Klebsiella pneumoniae ssp pneumoniae,NEG,16,*R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,32,S,≤2,S,≤20,S,1,22,0.0455
,,EC_PGDWR2C4,Klebsiella pneumoniae ssp pneumoniae,NEG,16,*R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,32,S,≤2,S,≤20,S,1,22,0.0455
,,EC_PGDWR3C1,Klebsiella pneumoniae ssp pneumoniae,NEG,16,*R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,≤0.5,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,≤16,S,≤2,S,≤20,S,1,22,0.0455
,,EC_PGDWR3C4,Klebsiella pneumoniae ssp pneumoniae,NEG,≥32,R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,32,S,≤2,S,≤20,S,1,22,0.0455
,,EC_PGRWR1C2,Enterobacter cloacae complex,,,,≥32,R,,,≥64,R,≥64,R,0.5,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,64,I,4,S,≤20,S,3,20,0.1500
,,EC_PGRWR1C3,Enterobacter aerogenes,,,,≥32,R,,S,≥64,R,16,*R,≤0.25,S,,S,1,S,≤1,S,,S,1,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,32,S,≤2,S,≤20,S,3,21,0.1429
,,EC_PGRWR1C4,Klebsiella pneumoniae ssp pneumoniae,NEG,C,R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,32,S,≤2,S,≤20,S,1,22,0.0455
,,EC_PGRWR1C8,Enterobacter cloacae complex,,,,8,*R,,,16,*R,16,*R,0.5,S,,,2,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,2,S,2,S,64,I,4,S,≤20,S,3,19,0.1579
,,EC_PGRWR2C5,Enterobacter cloacae complex,,,,≥32,R,,,≥64,R,≥64,R,0.5,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,64,I,4,S,≤20,S,3,20,0.1500
,,EC_PGRWR2C6,Klebsiella pneumoniae ssp pneumoniae,NEG,16,*R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,64,I,≤2,S,≤20,S,1,22,0.0455
,,EC_PGRWR3C1,Klebsiella pneumoniae ssp pneumoniae,NEG,16,*R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,≤16,S,≤2,S,≤20,S,1,22,0.0455
,,EC_PGRWR3C2,Klebsiella pneumoniae ssp pneumoniae,NEG,≥32,R,≤2,S,,S,≤4,S,≤2,S,≤0.25,S,,S,1,S,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,64,I,≤2,S,≤20,S,1,22,0.0455
,,EC_PGFTR1C2,Enterobacter aerogenes,,,,≥32,R,,S,≥64,R,16,*R,0.5,S,,S,4,I,≤1,S,,S,≤0.25,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,4,S,4,S,64,I,8,S,≤20,S,3,21,0.1429
,,EC_PGFTR1C6,Enterobacter aerogenes,,,,≥32,R,,S,≥64,R,32,R,≤0.25,S,,S,1,S,≤1,S,,S,1,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,64,I,4,S,≤20,S,3,21,0.1429
,,EC_PGFTR1C7,Enterobacter aerogenes,,,,≥32,R,,S,≥64,R,16,*R,≤0.25,S,,S,1,S,≤1,S,,S,0.5,S,≤2,S,≤1,S,≤2,S,,,≤0.12,S,≤0.5,S,≤0.12,S,1,S,<=1,S,64,I,4,S,≤20,S,3,21,0.1429
